Number of Peers;P2P Algorithm;Total Duration [s];Total Received Bytes;Minimum Transfer Time Error Rate [%];Average Transfer Time Error Rate [%];Maximum Transfer Time Error Rate [%];Same PDF File;Maximum Connection Time [s];Minimum Connection Time [s];Average Connection Time [s];Maximum Transfer Time [s];Minimum Transfer Time [s];Average Transfer Time [s];Maximum Total Time [s];Minimum Total Time [s];Average Total Time [s];Maximum Latency Error Rate [%];Minimum Latency Error Rate [%];Average Latency Error Rate [%];Maximum Bandwidth Error Rate [%];Minimum Bandwidth Error Rate [%];Average Bandwidth Error Rate [%];Smallest Bandwidth [Kbps]
35;NOT USED;230.41;4293938;0.70;0.80;0.89;TRUE;0.16;0.12;0.14;221.81;46.17;51.20;221.98;46.30;51.35;;;;;;;156
35;NOT USED;467.17;8869498;0.70;0.75;0.81;TRUE;0.18;0.12;0.14;458.10;95.32;105.70;458.25;95.45;105.84;;;;;;;156
35;NOT USED;829.73;15890720;0.70;0.72;0.81;TRUE;0.16;0.13;0.14;820.80;170.74;189.32;820.96;170.87;189.47;;;;;;;156
35;NOT USED;1666.91;32095088;0.70;0.71;0.81;TRUE;0.17;0.12;0.14;1658.18;344.79;382.34;1658.34;344.92;382.48;;;;;;;156
35;NOT USED;3470.17;67108864;0.70;0.70;0.81;TRUE;1.16;0.13;0.17;3467.05;720.88;799.36;3467.20;721.01;799.54;;;;;;;156
35;NOT USED;6943.86;134217728;0.70;0.70;0.81;FALSE;0.16;0.12;0.14;6933.64;1441.71;1598.64;6933.80;1441.84;1598.79;;;;;;;156
50;NOT USED;47.27;2239815;0.85;0.90;1.15;TRUE;0.16;0.12;0.14;33.01;32.91;32.93;33.18;33.04;33.08;;;;;;;549
50;NOT USED;77.61;4293938;0.77;0.80;0.83;TRUE;0.17;0.12;0.14;63.09;63.05;63.07;63.25;63.18;63.22;;;;;;;549
50;NOT USED;144.79;8869498;0.74;0.76;0.81;TRUE;0.17;0.12;0.14;130.29;130.21;130.24;130.44;130.35;130.38;;;;;;;549
50;NOT USED;247.37;15890720;0.73;0.75;0.80;TRUE;0.17;0.12;0.14;233.41;233.25;233.33;233.58;233.40;233.47;;;;;;;549
50;NOT USED;485.82;32095088;0.71;0.75;0.77;TRUE;0.16;0.12;0.14;471.32;471.01;471.22;471.47;471.14;471.36;;;;;;;549
50;NOT USED;999.54;67108864;0.70;0.74;0.76;TRUE;0.16;0.12;0.14;985.40;984.81;985.18;985.55;984.97;985.33;;;;;;;549
50;NOT USED;1984.27;134217728;0.70;0.73;0.75;TRUE;0.17;0.12;0.14;1970.53;1969.55;1970.21;1970.68;1969.70;1970.36;;;;;;;549
10;USED;19.02;2239815;1.30;5.23;10.49;TRUE;9.33;0.12;4.09;6.96;1.46;3.23;16.22;3.40;7.33;;;;;;;2606
10;USED;26.40;4293938;1.19;3.18;5.89;TRUE;12.33;0.12;5.61;13.33;2.72;6.11;22.58;6.28;11.72;;;;;;;2606
10;USED;45.37;8869498;0.87;1.91;3.76;TRUE;18.33;0.12;8.04;27.46;5.52;12.49;42.79;12.71;20.54;;;;;;;2606
10;USED;76.76;15890720;0.81;1.38;2.06;TRUE;27.56;0.12;12.92;49.18;9.86;22.29;73.63;22.57;35.22;;;;;;;2606
10;USED;151.17;32095088;0.87;1.01;1.31;TRUE;51.74;0.12;24.80;99.38;19.76;44.91;148.17;45.35;69.72;;;;;;;2606
10;USED;308.05;67108864;0.72;0.84;0.98;TRUE;100.35;0.12;49.17;207.50;41.20;93.76;304.95;94.56;142.93;;;;;;;2606
10;USED;610.99;134217728;0.70;0.77;0.86;TRUE;195.26;0.12;96.69;414.94;82.33;187.43;606.70;188.87;284.12;;;;;;;2606
20;USED;22.81;2239815;1.08;2.90;7.06;TRUE;12.28;0.12;5.60;9.24;1.75;5.36;18.54;4.71;10.97;;;;;;;1964
20;USED;34.84;4293938;0.90;1.86;4.06;TRUE;15.41;0.12;8.03;17.66;3.27;10.21;30.01;8.87;18.25;;;;;;;1964
20;USED;62.83;8869498;0.79;1.24;2.24;TRUE;24.59;0.12;14.12;36.43;6.64;21.02;57.94;18.11;35.14;;;;;;;1964
20;USED;107.05;15890720;0.75;1.01;1.70;TRUE;36.80;0.11;23.25;65.23;11.84;37.60;102.01;32.31;60.86;;;;;;;1964
20;USED;208.46;32095088;0.72;0.85;1.06;TRUE;73.09;0.11;45.02;131.86;23.77;75.87;204.78;65.05;120.90;;;;;;;1964
20;USED;419.77;67108864;0.71;0.77;0.91;TRUE;142.76;0.12;90.52;275.37;49.63;158.56;415.85;135.82;249.09;;;;;;;1964
20;USED;830.30;134217728;0.70;0.73;0.80;TRUE;276.81;0.11;178.17;550.64;99.17;317.03;827.38;271.45;495.21;;;;;;;1964
35;USED;122.68;2239815;0.76;1.07;1.91;TRUE;21.59;0.13;9.19;115.74;12.07;28.55;115.90;12.21;37.75;;;;;;;156
35;USED;228.60;4293938;0.73;0.88;1.35;TRUE;30.61;0.12;12.07;221.81;23.10;54.68;221.97;23.22;66.75;;;;;;;156
35;USED;461.53;8869498;0.71;0.83;1.42;TRUE;55.40;0.13;25.05;458.10;47.65;112.93;458.26;47.79;137.98;;;;;;;156
35;USED;824.80;15890720;0.72;0.78;0.96;TRUE;94.65;0.13;42.30;820.80;85.33;202.29;820.96;85.47;244.59;;;;;;;156
35;USED;1666.18;32095088;0.70;0.75;1.08;TRUE;177.39;0.12;84.64;1658.18;172.30;408.50;1658.34;172.43;493.14;;;;;;;156
35;USED;3470.98;67108864;0.70;0.74;1.21;TRUE;369.20;0.12;177.23;3467.05;360.22;854.05;3467.21;360.35;1031.28;;;;;;;156
35;USED;6944.11;134217728;0.70;0.72;0.86;FALSE;728.82;0.13;350.14;6933.64;720.41;1707.86;6933.81;720.54;2058.01;;;;;;;156
50;USED;44.87;2239815;0.90;1.45;8.15;TRUE;33.58;0.12;7.56;32.93;1.54;18.81;40.56;22.92;26.38;;;;;;;549
50;USED;70.58;4293938;0.80;1.11;5.41;TRUE;55.04;0.12;13.29;63.07;2.85;36.00;65.34;44.52;49.30;;;;;;;549
50;USED;136.24;8869498;0.75;0.89;3.13;TRUE;106.43;0.12;27.36;130.25;5.80;74.30;130.39;91.78;101.66;;;;;;;549
50;USED;246.27;15890720;0.73;0.91;5.78;TRUE;170.23;0.12;46.06;233.38;10.33;133.12;233.52;164.29;179.18;;;;;;;549
50;USED;474.70;32095088;0.71;0.76;1.16;TRUE;337.01;0.12;92.95;471.29;20.79;268.71;471.44;331.65;361.66;;;;;;;549
50;USED;994.97;67108864;0.70;0.72;0.98;TRUE;705.39;0.12;196.30;985.28;43.40;561.76;985.42;693.28;758.07;;;;;;;549
50;USED;1980.03;134217728;0.70;0.81;5.87;TRUE;1395.31;0.12;388.96;1970.33;86.66;1123.88;1970.48;1386.39;1512.84;;;;;;;549
10;NOT USED;11.08;2239815;0.70;1.14;5.87;TRUE;0.16;0.13;0.14;7.02;6.31;6.40;7.16;6.45;6.54;;;;;;;2606
10;NOT USED;17.90;4293938;0.70;0.98;5.87;TRUE;0.16;0.13;0.14;13.36;12.03;12.18;13.50;12.17;12.32;;;;;;;2606
10;NOT USED;30.40;8869498;0.70;0.90;5.87;TRUE;0.17;0.13;0.14;27.50;24.76;25.06;27.64;24.90;25.20;;;;;;;2606
10;NOT USED;53.35;15890720;0.70;0.86;5.87;TRUE;0.16;0.13;0.14;49.21;44.30;44.81;49.35;44.43;44.95;;;;;;;2606
10;NOT USED;101.94;32095088;0.70;0.83;5.87;TRUE;0.16;0.13;0.14;99.32;89.39;90.40;99.46;89.52;90.55;;;;;;;2606
10;NOT USED;211.10;67108864;0.70;0.82;5.87;TRUE;0.16;0.13;0.14;207.54;186.82;188.91;207.68;186.96;189.06;;;;;;;2606
10;NOT USED;418.85;134217728;0.70;0.81;5.87;TRUE;0.16;0.13;0.14;414.99;373.56;377.73;415.13;373.70;377.88;;;;;;;2606
20;NOT USED;20.05;2239815;0.70;0.93;2.72;TRUE;0.16;0.12;0.14;13.19;12.98;13.00;13.35;13.10;13.14;;;;;;;1395
20;NOT USED;32.09;4293938;0.70;0.83;2.43;TRUE;0.16;0.12;0.14;25.22;24.84;24.87;25.38;24.96;25.01;;;;;;;1395
20;NOT USED;58.30;8869498;0.70;0.79;2.27;TRUE;0.16;0.11;0.13;52.02;51.26;51.32;52.17;51.38;51.46;;;;;;;1395
20;NOT USED;98.91;15890720;0.70;0.73;0.85;TRUE;0.15;0.12;0.14;91.90;91.81;91.83;92.06;91.93;91.97;;;;;;;1395
20;NOT USED;192.32;32095088;0.70;0.75;2.23;TRUE;0.16;0.12;0.14;188.16;185.38;185.55;188.32;185.51;185.69;;;;;;;1395
20;NOT USED;397.16;67108864;0.70;0.74;2.14;TRUE;0.16;0.11;0.14;393.11;387.58;387.88;393.27;387.70;388.02;;;;;;;1395
20;NOT USED;792.27;134217728;0.70;0.73;2.14;TRUE;0.16;0.12;0.14;786.22;775.13;775.72;786.37;775.25;775.86;;;;;;;1395
35;NOT USED;122.10;2239815;0.70;0.89;1.08;TRUE;0.16;0.13;0.14;115.74;24.11;26.74;115.90;24.24;26.89;;;;;;;156
35;NOT USED;227.48;4293938;0.70;0.80;0.89;TRUE;0.18;0.13;0.14;221.82;46.17;51.20;221.97;46.30;51.35;;;;;;;156
35;NOT USED;462.75;8869498;0.70;0.75;0.79;TRUE;0.16;0.13;0.14;458.10;95.32;105.70;458.26;95.45;105.84;;;;;;;156
35;NOT USED;832.08;15890720;0.70;0.72;0.79;TRUE;0.17;0.12;0.14;820.80;170.73;189.32;820.95;170.86;189.47;;;;;;;156
35;NOT USED;1668.60;32095088;0.70;0.71;0.79;TRUE;0.16;0.13;0.14;1658.18;344.79;382.33;1658.34;344.92;382.48;;;;;;;156
35;NOT USED;3475.86;67108864;0.70;0.70;0.79;TRUE;0.16;0.12;0.14;3466.99;720.88;799.37;3467.15;721.01;799.51;;;;;;;156
35;NOT USED;6940.98;134217728;0.70;0.70;0.79;FALSE;0.16;0.12;0.14;6933.62;1441.71;1598.65;6933.78;1441.84;1598.80;;;;;;;156
50;NOT USED;47.32;2239815;0.85;0.90;0.97;TRUE;0.16;0.12;0.14;32.95;32.91;32.93;33.11;33.04;33.08;;;;;;;549
50;NOT USED;77.05;4293938;0.78;0.80;0.84;TRUE;0.16;0.12;0.14;63.09;63.06;63.07;63.26;63.19;63.22;;;;;;;549
50;NOT USED;144.60;8869498;0.74;0.76;0.81;TRUE;0.16;0.12;0.14;130.29;130.20;130.23;130.44;130.33;130.38;;;;;;;549
50;NOT USED;247.61;15890720;0.73;0.75;0.82;TRUE;0.17;0.12;0.14;233.46;233.25;233.33;233.62;233.41;233.47;;;;;;;549
50;NOT USED;485.49;32095088;0.71;0.75;0.77;TRUE;0.16;0.12;0.14;471.33;471.03;471.22;471.48;471.18;471.36;;;;;;;549
50;NOT USED;999.13;67108864;0.70;0.74;0.76;TRUE;0.16;0.12;0.14;985.36;984.81;985.19;985.50;984.97;985.34;;;;;;;549
50;NOT USED;1985.11;134217728;0.70;0.73;0.76;TRUE;0.16;0.12;0.14;1970.75;1969.53;1970.21;1970.90;1969.66;1970.36;;;;;;;549
10;USED;16.12;2239815;1.36;5.53;13.28;TRUE;9.23;0.13;3.48;6.96;1.46;3.24;13.16;3.39;6.72;;;;;;;2606
10;USED;26.40;4293938;1.02;3.18;5.85;TRUE;9.33;0.13;4.69;13.31;2.74;6.10;22.55;6.28;10.80;;;;;;;2606
10;USED;46.95;8869498;0.85;1.85;3.20;TRUE;18.33;0.12;8.04;27.45;5.52;12.49;42.78;12.71;20.54;;;;;;;2606
10;USED;79.83;15890720;0.78;1.37;2.13;TRUE;27.73;0.12;13.23;49.16;9.86;22.29;76.65;22.59;35.52;;;;;;;2606
10;USED;152.49;32095088;0.74;1.03;1.56;TRUE;49.18;0.12;24.49;99.25;19.74;44.91;148.04;45.35;69.41;;;;;;;2606
10;USED;307.61;67108864;0.72;0.87;1.14;TRUE;98.24;0.12;48.86;207.51;41.24;93.78;304.96;94.56;142.65;;;;;;;2606
10;USED;611.31;134217728;0.70;0.77;0.84;TRUE;194.52;0.12;96.38;414.95;82.34;187.42;606.70;188.87;283.81;;;;;;;2606
10;USED;611.31;134217728;0.70;0.77;0.84;TRUE;194.52;0.12;96.38;414.95;82.34;187.42;606.70;188.87;283.81;;;;;;;2606
20;USED;22.90;2239815;1.11;3.00;7.19;TRUE;9.30;0.12;5.30;9.24;1.75;5.37;18.53;4.72;10.67;;;;;;;1964
20;USED;34.35;4293938;0.90;1.84;3.43;TRUE;15.23;0.11;7.43;17.66;3.25;10.21;30.01;8.86;17.64;;;;;;;1964
20;USED;64.27;8869498;0.79;1.23;1.98;TRUE;24.42;0.11;13.82;36.44;6.63;21.02;60.84;18.11;34.84;;;;;;;1964
20;USED;108.40;15890720;0.75;0.99;1.41;TRUE;39.83;0.12;24.17;65.23;11.81;37.60;105.06;32.31;61.77;;;;;;;1964
20;USED;205.53;32095088;0.72;0.85;1.06;TRUE;70.47;0.11;44.86;131.86;23.77;75.88;202.24;65.05;120.74;;;;;;;1964
20;USED;418.70;67108864;0.71;0.77;0.87;TRUE;143.76;0.11;90.68;275.38;49.62;158.56;415.31;135.82;249.24;;;;;;;1964
20;USED;832.81;134217728;0.70;0.73;0.80;TRUE;279.69;0.11;179.38;550.65;99.17;317.04;830.25;271.48;496.43;;;;;;;1964
35;USED;121.72;2239815;0.76;1.04;1.60;TRUE;18.52;0.13;8.06;115.74;12.07;28.55;115.90;12.21;36.61;;;;;;;156
35;USED;229.11;4293938;0.73;0.87;1.18;TRUE;33.91;0.12;14.33;221.82;23.10;54.68;221.97;23.23;69.01;;;;;;;156
35;USED;468.21;8869498;0.71;0.80;1.01;TRUE;57.92;0.12;25.48;458.10;47.66;112.91;458.27;47.79;138.40;;;;;;;156
35;USED;825.51;15890720;0.72;0.78;0.98;TRUE;91.63;0.12;42.56;820.80;85.34;202.30;820.96;85.47;244.86;;;;;;;156
35;USED;1661.56;32095088;0.70;0.75;0.89;TRUE;180.41;0.12;86.30;1658.18;172.31;408.49;1658.34;172.44;494.79;;;;;;;156
35;USED;3473.48;67108864;0.70;0.73;0.86;TRUE;371.18;0.13;177.41;3467.05;360.22;854.00;3467.20;360.36;1031.41;;;;;;;156
35;USED;6942.70;134217728;0.70;0.72;0.93;FALSE;730.08;0.12;350.23;6933.64;720.40;1707.89;6933.80;720.53;2058.13;;;;;;;156
50;USED;46.71;2239815;0.90;1.41;7.60;TRUE;36.73;0.12;8.48;32.93;1.52;18.81;43.72;23.31;27.29;;;;;;;549
50;USED;76.96;4293938;0.80;1.29;10.82;TRUE;55.04;0.12;14.08;63.07;2.85;36.03;68.38;44.53;50.12;;;;;;;549
50;USED;139.73;8869498;0.75;0.88;2.28;TRUE;94.20;0.12;24.98;130.25;5.80;74.30;130.39;91.04;99.29;;;;;;;549
50;USED;240.77;15890720;0.73;0.82;1.54;TRUE;173.26;0.12;47.21;233.39;10.33;133.08;233.53;164.29;180.30;;;;;;;549
50;USED;484.71;32095088;0.71;0.85;6.08;TRUE;338.83;0.12;92.94;471.29;20.78;268.80;471.43;331.65;361.75;;;;;;;549
50;USED;990.19;67108864;0.70;0.75;2.34;TRUE;704.14;0.12;195.55;985.28;43.38;561.82;985.42;693.28;757.37;;;;;;;549
50;USED;1982.94;134217728;0.70;0.71;0.87;TRUE;1395.07;0.12;388.85;1970.31;86.67;1123.45;1970.45;1386.38;1512.31;;;;;;;549
10;NOT USED;10.84;2239815;0.70;1.04;3.03;TRUE;0.16;0.13;0.14;7.02;6.31;6.40;7.16;6.45;6.55;;;;;;;2606
10;NOT USED;17.27;4293938;0.70;0.88;1.91;TRUE;0.18;0.13;0.14;13.36;12.03;12.18;13.50;12.17;12.32;;;;;;;2606
10;NOT USED;30.07;8869498;0.70;0.79;1.32;TRUE;0.16;0.13;0.14;27.52;24.76;25.06;27.66;24.90;25.21;;;;;;;2606
10;NOT USED;53.10;15890720;0.70;0.75;1.04;TRUE;0.16;0.13;0.14;49.21;44.30;44.81;49.35;44.43;44.95;;;;;;;2606
10;NOT USED;104.03;32095088;0.70;0.73;0.87;TRUE;0.15;0.13;0.14;99.30;89.39;90.40;99.44;89.52;90.54;;;;;;;2606
10;NOT USED;211.03;67108864;0.70;0.72;0.87;TRUE;0.16;0.13;0.14;207.54;186.83;188.92;207.68;186.96;189.06;;;;;;;2606
10;NOT USED;417.51;134217728;0.70;0.71;0.87;TRUE;0.16;0.13;0.14;415.04;373.57;377.74;415.17;373.71;377.88;;;;;;;2606
20;NOT USED;19.96;2239815;0.70;0.93;2.81;TRUE;0.15;0.12;0.14;13.20;12.98;13.00;13.36;13.10;13.14;;;;;;;1395
20;NOT USED;32.00;4293938;0.70;0.85;3.15;TRUE;0.16;0.11;0.13;25.40;24.84;24.88;25.55;24.95;25.02;;;;;;;1395
20;NOT USED;58.12;8869498;0.70;0.78;2.27;TRUE;0.16;0.11;0.14;52.02;51.26;51.32;52.18;51.38;51.46;;;;;;;1395
20;NOT USED;99.17;15890720;0.70;0.76;2.20;TRUE;0.16;0.12;0.14;93.13;91.82;91.90;93.29;91.94;92.04;;;;;;;1395
20;NOT USED;196.27;32095088;0.70;0.76;3.05;TRUE;0.15;0.12;0.13;189.67;185.38;185.62;189.83;185.51;185.76;;;;;;;1395
20;NOT USED;399.27;67108864;0.70;0.74;2.14;TRUE;0.16;0.12;0.14;393.10;387.58;387.88;393.26;387.71;388.02;;;;;;;1395
20;NOT USED;791.67;134217728;0.70;0.74;2.27;TRUE;1.17;0.12;0.19;787.19;775.13;775.78;787.36;775.25;775.97;;;;;;;1395
35;NOT USED;122.27;2239815;0.70;0.89;1.13;TRUE;0.17;0.12;0.14;115.74;24.11;26.74;115.90;24.24;26.89;;;;;;;156
35;NOT USED;225.92;4293938;0.70;0.80;0.92;TRUE;0.16;0.13;0.14;221.82;46.17;51.20;221.98;46.31;51.35;;;;;;;156
35;NOT USED;463.74;8869498;0.70;0.75;0.87;TRUE;0.19;0.12;0.14;458.10;95.32;105.70;458.27;95.45;105.84;;;;;;;156
35;NOT USED;825.40;15890720;0.70;0.72;0.87;TRUE;0.16;0.13;0.14;820.80;170.74;189.32;820.96;170.87;189.47;;;;;;;156
35;NOT USED;1668.45;32095088;0.70;0.71;0.87;TRUE;0.16;0.13;0.14;1658.18;344.79;382.33;1658.34;344.92;382.48;;;;;;;156
35;NOT USED;3476.23;67108864;0.70;0.70;0.87;TRUE;0.16;0.12;0.14;3467.05;720.88;799.36;3467.21;721.01;799.51;;;;;;;156
35;NOT USED;6937.56;134217728;0.70;0.70;0.87;FALSE;0.16;0.12;0.14;6933.64;1441.71;1598.65;6933.80;1441.84;1598.79;;;;;;;156
50;NOT USED;47.36;2239815;0.85;0.90;0.97;TRUE;0.16;0.12;0.14;32.95;32.91;32.93;33.11;33.04;33.08;;;;;;;549
50;NOT USED;77.38;4293938;0.77;0.80;0.83;TRUE;0.17;0.12;0.14;63.09;63.05;63.07;63.26;63.18;63.22;;;;;;;549
50;NOT USED;144.12;8869498;0.74;0.76;0.80;TRUE;0.17;0.12;0.14;130.29;130.21;130.24;130.46;130.35;130.38;;;;;;;549
50;NOT USED;247.60;15890720;0.72;0.76;0.81;TRUE;0.17;0.12;0.14;233.43;233.24;233.33;233.59;233.37;233.48;;;;;;;549
50;NOT USED;485.32;32095088;0.71;0.75;0.78;TRUE;0.16;0.12;0.14;471.33;471.03;471.22;471.49;471.19;471.37;;;;;;;549
50;NOT USED;999.64;67108864;0.70;0.73;0.76;TRUE;0.17;0.12;0.14;985.40;984.79;985.17;985.56;984.92;985.31;;;;;;;549
50;NOT USED;1984.54;134217728;0.70;0.73;0.75;TRUE;0.17;0.12;0.14;1970.65;1969.55;1970.23;1970.81;1969.70;1970.38;;;;;;;549
20;USED;22.28;2239815;1.09;2.94;6.58;TRUE;12.36;0.12;6.05;9.24;1.74;5.37;18.53;4.72;11.43;;;;;;;1964
20;USED;35.68;4293938;0.92;1.84;4.03;TRUE;15.34;0.12;7.88;17.66;3.27;10.21;30.01;8.87;18.10;;;;;;;1964
20;USED;64.27;8869498;0.79;1.23;2.01;TRUE;24.54;0.12;13.97;36.43;6.63;21.02;60.97;18.11;34.99;;;;;;;1964
20;USED;106.13;15890720;0.75;1.00;1.45;TRUE;39.64;0.12;23.86;65.23;11.81;37.60;102.02;32.30;61.47;;;;;;;1964
20;USED;204.55;32095088;0.72;0.85;1.14;TRUE;70.37;0.11;43.95;131.70;23.79;75.87;202.07;65.05;119.82;;;;;;;1964
20;USED;421.79;67108864;0.71;0.77;0.90;TRUE;143.67;0.12;90.07;275.40;49.63;158.56;418.98;135.82;248.63;;;;;;;1964
20;USED;831.96;134217728;0.70;0.73;0.82;TRUE;278.60;0.12;179.85;550.76;99.15;317.05;828.81;271.48;496.90;;;;;;;1964
50;USED;48.16;2239815;0.89;1.43;7.46;TRUE;36.74;0.12;8.48;32.93;1.53;18.81;43.73;23.31;27.29;;;;;;;549
50;USED;74.87;4293938;0.80;1.07;4.32;TRUE;58.11;0.12;15.54;63.07;2.85;36.00;71.45;44.52;51.55;;;;;;;549
50;USED;142.89;8869498;0.75;0.89;2.42;TRUE;100.34;0.12;26.16;130.25;5.81;74.30;130.40;91.78;100.46;;;;;;;549
50;USED;242.29;15890720;0.73;0.81;1.89;TRUE;177.25;0.12;48.86;233.39;10.32;133.07;233.53;164.29;181.93;;;;;;;549
50;USED;481.87;32095088;0.71;0.75;1.13;TRUE;342.12;0.12;94.04;471.29;20.78;268.70;471.45;331.65;362.74;;;;;;;549
50;USED;997.15;67108864;0.70;0.73;1.20;TRUE;705.53;0.12;196.23;985.30;43.40;561.77;985.44;693.28;758.01;;;;;;;549
50;USED;1978.94;134217728;0.70;0.71;0.90;TRUE;1398.17;0.12;389.42;1970.33;86.70;1123.45;1970.47;1386.39;1512.88;;;;;;;549
20;NOT USED;20.10;2239815;0.70;0.94;2.76;TRUE;0.16;0.11;0.13;13.19;12.97;13.00;13.35;13.09;13.14;;;;;;;1395
20;NOT USED;31.80;4293938;0.70;0.83;2.47;TRUE;0.16;0.12;0.14;25.23;24.84;24.87;25.39;24.96;25.02;;;;;;;1395
20;NOT USED;58.32;8869498;0.70;0.79;2.65;TRUE;0.15;0.12;0.14;52.21;51.26;51.33;52.37;51.38;51.47;;;;;;;1395
20;NOT USED;98.79;15890720;0.70;0.76;2.20;TRUE;0.16;0.11;0.14;93.13;91.81;91.89;93.29;91.92;92.03;;;;;;;1395
20;NOT USED;192.71;32095088;0.70;0.75;2.40;TRUE;0.16;0.12;0.14;188.48;185.39;185.57;188.64;185.51;185.71;;;;;;;1395
20;NOT USED;397.73;67108864;0.70;0.74;2.46;TRUE;0.16;0.12;0.14;394.34;387.58;387.94;394.50;387.71;388.08;;;;;;;1395
20;NOT USED;791.52;134217728;0.70;0.74;2.25;TRUE;0.17;0.11;0.14;787.07;775.12;775.77;787.23;775.24;775.91;;;;;;;1395
50;NOT USED;47.45;2239815;0.85;0.90;0.97;TRUE;0.17;0.12;0.14;32.95;32.91;32.93;33.12;33.04;33.08;;;;;;;549
50;NOT USED;77.50;4293938;0.78;0.80;0.84;TRUE;0.16;0.12;0.14;63.09;63.06;63.07;63.26;63.19;63.22;;;;;;;549
50;NOT USED;144.26;8869498;0.74;0.76;0.80;TRUE;0.17;0.12;0.14;130.29;130.21;130.23;130.44;130.35;130.38;;;;;;;549
50;NOT USED;247.31;15890720;0.73;0.75;0.80;TRUE;0.16;0.13;0.14;233.42;233.25;233.32;233.58;233.39;233.47;;;;;;;549
50;NOT USED;484.84;32095088;0.71;0.75;0.78;TRUE;0.17;0.12;0.14;471.36;471.03;471.22;471.51;471.18;471.37;;;;;;;549
50;NOT USED;999.38;67108864;0.70;0.74;0.76;TRUE;0.16;0.12;0.14;985.40;984.81;985.19;985.55;984.97;985.33;;;;;;;549
50;NOT USED;1984.31;134217728;0.70;0.73;0.75;TRUE;1.19;0.12;0.16;1970.67;1969.55;1970.25;1970.83;1969.71;1970.41;;;;;;;549
